# Generated 2025/02/17 15:09:35 by OpenQuake Engine v3.16.0 and OpenQuake Integrated Risk Modelling Toolkit v3.16.3,,,,,,,,,,,,,,,,,,,,,,,
# poe = 0.02000,,,,,,,,,,,,,,,,,,,,,,,
# return_period = 2500,,,,,,,,,,,,,,,,,,,,,,,
lon,lat,mean_PGA,mean_SA(0.01),mean_SA(0.02),mean_SA(0.03),mean_SA(0.05),mean_SA(0.075),mean_SA(0.1),mean_SA(0.15),mean_SA(0.2),mean_SA(0.25),mean_SA(0.3),mean_SA(0.4),mean_SA(0.5),mean_SA(0.75),mean_SA(1.0),mean_SA(1.5),mean_SA(2.0),mean_SA(3.0),mean_SA(4.0),mean_SA(5.0),mean_SA(7.5),mean_SA(10.0)
-115.3459058,32.40221632,0.976392984,0.963126123,0.977807164,1.040461421,1.172427893,1.367440224,1.558056474,1.907526731,2.017581224,2.038655281,2.017144203,1.855304956,1.688434601,1.460622311,1.301416874,0.98288393,0.772389114,0.49551326,0.342917502,0.246069849,0.10819222,0.053741969
-115.3459257,32.39771971,0.966904819,0.953864276,0.968049109,1.030082345,1.1635741,1.361298442,1.551177621,1.903011918,2.012981892,2.036743164,2.008928776,1.843723178,1.675330162,1.447928667,1.286576271,0.972750127,0.763490379,0.490086347,0.339306623,0.243563578,0.107175611,0.053324204
-115.3457864,32.42919597,1.040222287,1.027086258,1.044912696,1.113209128,1.241433978,1.413250208,1.607119799,1.946386576,2.038972139,2.064064026,2.05845952,1.950913191,1.797660351,1.571559906,1.408168316,1.074477792,0.854113698,0.54576683,0.37653324,0.26683411,0.116589189,0.057564583
-115.3458063,32.42469936,1.03145647,1.018241167,1.035608053,1.103145599,1.231314182,1.407024503,1.600537062,1.941004634,2.035954237,2.05940938,2.052661419,1.936650038,1.781021118,1.554142714,1.392071247,1.059811473,0.840913415,0.537687004,0.371130615,0.263755709,0.115351431,0.056975055
-115.3458262,32.42020275,1.021718025,1.008436203,1.025313258,1.091990471,1.22031045,1.400075197,1.593118668,1.935054064,2.033713102,2.05446434,2.046648979,1.921296716,1.763255715,1.535752892,1.375156999,1.044487834,0.827198982,0.529236853,0.365508735,0.260531783,0.114054099,0.056349963
-115.3458461,32.41570614,1.010483027,0.997143686,1.013474584,1.079158187,1.20791924,1.392006755,1.584394813,1.927949548,2.031764984,2.048928022,2.040127516,1.903901815,1.743402958,1.51535821,1.356419683,1.027537465,0.812053263,0.519913554,0.359256953,0.256935865,0.11259152,0.055640399
-115.3457067,32.4471824,1.071664572,1.059111118,1.078719854,1.149202347,1.278367758,1.434642076,1.628543735,1.963993788,2.05195117,2.0831182,2.083200216,2,1.867658138,1.649216533,1.481795549,1.143744946,0.908775866,0.584224761,0.399505675,0.282060474,0.122729123,0.060445972
-115.3457266,32.44268579,1.083466887,1.071152806,1.091431618,1.162476182,1.29120636,1.44408226,1.637494683,1.974926829,2.059571981,2.093577862,2.095704794,2,1.897729278,1.684495091,1.515978813,1.176754832,0.932953238,0.600027919,0.410478652,0.289951652,0.125983313,0.061981615
-115.3457465,32.43818918,1.069551468,1.056928039,1.076353192,1.1465801,1.27527082,1.434411883,1.628478169,1.966551185,2.052644014,2.083489895,2.082767487,2,1.86264348,1.643529296,1.476430058,1.138734818,0.905319571,0.582223356,0.398300111,0.281309366,0.12248718,0.060357954
-115.3457665,32.43369257,1.055114865,1.042216182,1.060819268,1.13012588,1.258624434,1.424103022,1.618287563,1.956963181,2.045632839,2.07361269,2.070300817,1.977859139,1.829336643,1.606033564,1.440700531,1.104847193,0.880716145,0.563131988,0.387502134,0.273639888,0.119372204,0.05889092
-115.3456269,32.46516883,1.024136305,1.011148334,1.028385878,1.09569037,1.224308133,1.395028949,1.586052775,1.914034605,2.024026871,2.046873569,2.040163517,1.919136524,1.764975548,1.537899137,1.376619339,1.044834137,0.826264977,0.527175665,0.363007993,0.258532315,0.112958282,0.055751249
-115.3456468,32.46067222,1.034107327,1.021130562,1.038826466,1.106923342,1.235957742,1.403606176,1.595924616,1.925534129,2.031704664,2.053777218,2.048317194,1.936984897,1.784434557,1.557841659,1.395136952,1.061859846,0.841827214,0.537011802,0.369824708,0.262570351,0.11464294,0.056567036
-115.3456668,32.45617561,1.040921926,1.027928472,1.045946598,1.114610314,1.243875742,1.409747481,1.602896571,1.933894396,2.034941196,2.058902264,2.054262161,1.949145675,1.797691822,1.571395278,1.407654762,1.073374748,0.852374077,0.543717623,0.374481261,0.265327156,0.115796722,0.05712679
-115.3456867,32.45167901,1.056573391,1.043770552,1.062568307,1.132200122,1.261550903,1.422516584,1.61638236,1.949586272,2.04302597,2.070767641,2.068403959,1.978966594,1.831978321,1.60878253,1.443072319,1.106741309,0.881712615,0.563330412,0.387250125,0.273245037,0.119088233,0.058711883
-115.3500061,32.68100602,0.992699921,0.981100738,0.997121871,1.057979107,1.176365972,1.359897971,1.532363176,1.832491279,1.934290648,1.976576567,1.956178665,1.829305291,1.67995286,1.458136797,1.292920232,0.970445216,0.754800797,0.477462858,0.325853586,0.230939999,0.100372985,0.050043948
-115.350026,32.67650941,0.98589325,0.974189878,0.989780486,1.050177455,1.168368459,1.354721308,1.526826859,1.82660687,1.927265167,1.968099117,1.945947289,1.816045165,1.664387226,1.440991163,1.271929502,0.955579579,0.741552711,0.469208539,0.320281595,0.227021024,0.098822534,0.049431313
-115.3500459,32.6720128,0.985662699,0.973964214,0.989528477,1.049876332,1.167998433,1.35445714,1.526507139,1.826379061,1.927001715,1.967792392,1.945510626,1.815494418,1.663773179,1.440304518,1.271030903,0.954956174,0.740962744,0.46878165,0.319978654,0.226814151,0.098742619,0.049397253
-115.3500658,32.66751619,0.98269403,0.970978916,0.986382484,1.046505928,1.164467692,1.352149725,1.523846745,1.823613763,1.923782468,1.964005232,1.941021085,1.809952497,1.657604218,1.433851004,1.263302088,0.949592948,0.736210704,0.4657906,0.317959726,0.225400642,0.098187804,0.04917568
-115.3461046,32.35725024,0.968426228,0.955130637,0.969205678,1.032556295,1.176936626,1.372589707,1.567959189,1.938329935,2.035078049,2.049921274,2.035160542,1.866851568,1.69074595,1.461514235,1.304631591,0.985513091,0.776248753,0.499525845,0.346765578,0.249547437,0.109954938,0.054542601
-115.3461244,32.35275363,0.977223516,0.963685632,0.978043735,1.041918874,1.186807394,1.379429579,1.57686317,1.94881773,2.037674665,2.053849936,2.040369511,1.881159902,1.704881787,1.474883676,1.321027517,0.996738911,0.786549687,0.506180465,0.351459116,0.253008455,0.111414246,0.055167623
-115.3461443,32.34825702,0.986133337,0.972477138,0.987215757,1.051843762,1.197414041,1.387254715,1.586010218,1.959782124,2.040267944,2.057831526,2.045755863,1.896437883,1.720142722,1.489404082,1.334950805,1.00898695,0.797819972,0.513449132,0.356572837,0.256257355,0.112730436,0.055845786
-115.3461641,32.34376041,0.996729791,0.983027637,0.998274922,1.064014077,1.21044302,1.396663904,1.596665025,1.972623229,2.043204784,2.062360525,2.053136826,1.915495276,1.739764929,1.508460283,1.352453589,1.025372982,0.812997222,0.523282886,0.363505006,0.260356933,0.114512891,0.056767147
-115.3460251,32.37523667,0.946512401,0.93504709,0.94853431,1.009167314,1.151738882,1.354519367,1.542029262,1.907124877,2.019611835,2.038026333,2.006061077,1.830321431,1.656677127,1.429770589,1.265845418,0.958857,0.751736283,0.483475626,0.335315168,0.241036549,0.10625875,0.052966937
-115.346045,32.37074006,0.948632121,0.936902881,0.950516224,1.011775732,1.155126572,1.357313991,1.546046376,1.912580967,2.025845766,2.040112257,2.012060404,1.835244179,1.660848379,1.433565974,1.270546436,0.962065935,0.75475204,0.485513002,0.3368164,0.242176205,0.106769696,0.053185768
-115.3460649,32.36624345,0.953447521,0.941145897,0.954916477,1.017027617,1.160679102,1.361525893,1.551997423,1.919834614,2.030503035,2.042866945,2.020603895,1.843276739,1.668182969,1.440355897,1.278797984,0.96777302,0.759981751,0.488959312,0.339287907,0.244014889,0.107570611,0.053529672
-115.3460847,32.36174685,0.960263908,0.947388232,0.961292803,1.024148464,1.168065667,1.366684198,1.559494734,1.928538799,2.032664061,2.046188116,2.030241966,1.853949547,1.678282261,1.449790835,1.290312886,0.975667119,0.767220974,0.49366945,0.342626572,0.246487871,0.108635411,0.053986065
-115.3459456,32.3932231,0.960209727,0.947523534,0.96134454,1.023052454,1.158257127,1.358066559,1.547026873,1.901590109,2.01187253,2.036121368,2.005225897,1.837387919,1.667823195,1.440773368,1.278278589,0.967201829,0.758697331,0.487252504,0.337490588,0.242336899,0.106693901,0.053129982
-115.3459655,32.38872649,0.954229116,0.941967189,0.95556587,1.016967535,1.154062152,1.355519295,1.54366982,1.900992632,2.011678934,2.035810232,2.002652168,1.832365751,1.661706328,1.434889674,1.271517158,0.962595522,0.754735649,0.484926879,0.336016893,0.241344407,0.106306285,0.052973274
-115.3459854,32.38422989,0.949478328,0.937625229,0.95122385,1.012161732,1.151235938,1.35383141,1.541349888,1.901369333,2.012556076,2.03587842,2.001441479,1.829014421,1.657311082,1.430638671,1.266585708,0.959266782,0.75187403,0.483285844,0.334986299,0.240673169,0.106051147,0.052869048
-115.3460053,32.37973328,0.946654201,0.935137033,0.948639095,1.009228587,1.150228739,1.353278756,1.540538311,1.903134108,2.014900923,2.036512136,2.002200603,1.827920079,1.655263662,1.428565264,1.264262795,0.957697272,0.750576258,0.482610703,0.334614426,0.240466759,0.105991043,0.052848596
-115.3452268,32.55510099,0.883382678,0.873282313,0.883263946,0.928402901,1.031225324,1.265820742,1.419608355,1.706841826,1.801666021,1.831478238,1.793053389,1.646810651,1.490683675,1.261277914,1.088774443,0.821245968,0.637096941,0.406933099,0.279749036,0.19930163,0.088210858,0.044600628
-115.3452469,32.55060438,0.884218872,0.874200523,0.884175479,0.929237604,1.03272295,1.268149018,1.421038985,1.709407926,1.804618001,1.834643364,1.796238542,1.649961233,1.493633389,1.265013695,1.092086673,0.824273586,0.639357209,0.408459187,0.280850857,0.200109556,0.088560596,0.044775307
-115.3452669,32.54610778,0.8854056,0.875464499,0.885423064,0.930685043,1.035002589,1.271203041,1.423026443,1.712785602,1.80835247,1.838600993,1.80028975,1.653956771,1.497409701,1.269722939,1.096216083,0.827994823,0.642090082,0.410269946,0.282142788,0.201055005,0.088964269,0.044979122
-115.3452869,32.54161117,0.88692677,0.877060056,0.887044549,0.932731032,1.038145781,1.275018334,1.425593615,1.716932178,1.81285584,1.843397379,1.80521524,1.658815622,1.50204742,1.275430679,1.101156831,0.83241719,0.645307243,0.412386,0.283630401,0.202141955,0.089428015,0.04521234
-115.3451466,32.57308742,0.884482324,0.874241948,0.884380698,0.931022167,1.034371376,1.266427517,1.420704007,1.7066921,1.800130367,1.82967627,1.791444421,1.645075321,1.48937571,1.258479238,1.085639358,0.817667782,0.634039104,0.4045147,0.27783525,0.197816476,0.087520532,0.04424173
-115.3451667,32.56859082,0.883586407,0.873369157,0.88344276,0.92962867,1.032371283,1.264924049,1.419462442,1.705338359,1.799081206,1.828661561,1.790343046,1.644065261,1.48836863,1.257664561,1.085189819,0.81751895,0.634076357,0.404668897,0.27801162,0.197976425,0.087608077,0.044291422
-115.3451867,32.56409421,0.882972956,0.872779608,0.882808447,0.928575635,1.030935407,1.264008164,1.418708444,1.704638124,1.798649311,1.828257799,1.789852858,1.64364481,1.487895727,1.257406235,1.085153699,0.817716241,0.634351373,0.404968858,0.278280288,0.19819957,0.087719984,0.044352137
-115.3452068,32.5595976,0.882895529,0.872737169,0.882736564,0.928127885,1.030508757,1.264282942,1.418736219,1.705118418,1.799499989,1.829172969,1.790739536,1.644539833,1.488621831,1.25854218,1.086295366,0.818924725,0.635329247,0.405706882,0.278845847,0.198634282,0.087917842,0.044453733
-115.3450663,32.59107386,0.891792357,0.881231844,0.891810179,0.940952182,1.048370957,1.278902292,1.430887938,1.718986511,1.811125159,1.840719938,1.803202987,1.656064868,1.499827623,1.269200325,1.093313217,0.823143482,0.637227237,0.405940175,0.278475225,0.198098913,0.087530263,0.044212624
-115.3450864,32.58657725,0.889091849,0.878650308,0.88905865,0.9374246,1.043616056,1.274354935,1.42731154,1.714572787,1.806864023,1.836372137,1.798579574,1.651610732,1.495589018,1.264554381,1.089755297,0.820382714,0.635467649,0.404991001,0.277916223,0.197744995,0.087414317,0.044165343
-115.3451065,32.58208064,0.887077987,0.876726985,0.887024701,0.934732556,1.039819837,1.270933509,1.424518943,1.71117878,1.803787112,1.833303452,1.795311093,1.648533225,1.492696285,1.261581898,1.087617159,0.81881547,0.634544313,0.404559165,0.277708471,0.197642773,0.087400541,0.044167671
-115.3451265,32.57758403,0.885657072,0.875366986,0.885576487,0.932736993,1.036879778,1.268449426,1.422420621,1.708672523,1.801733494,1.831255317,1.793129206,1.646567464,1.490819335,1.259805202,1.086448193,0.818095744,0.63419193,0.404474497,0.277732342,0.197703347,0.087450221,0.044199884
-115.3449859,32.60906029,0.906153798,0.894992828,0.906482577,0.958833575,1.070645452,1.296774745,1.448272467,1.739885926,1.832409501,1.862693191,1.826829791,1.679888844,1.522865057,1.295635223,1.114292622,0.840096176,0.648437619,0.412346244,0.282489985,0.200761124,0.088502489,0.044655193
-115.345006,32.60456368,0.902045071,0.891028464,0.902261734,0.953812063,1.064650416,1.293998957,1.443518877,1.734279633,1.826522827,1.856597066,1.820240974,1.673086405,1.516253471,1.28783977,1.108026981,0.834963799,0.645017326,0.4103598,0.281224072,0.199907511,0.088182814,0.044507515
-115.3450261,32.60006707,0.898366988,0.887503922,0.898503661,0.949255109,1.059043407,1.289538741,1.439120889,1.729030848,1.82113266,1.851038098,1.814251661,1.666983128,1.510354042,1.281048417,1.102630734,0.830580175,0.642116785,0.408688515,0.280175567,0.199213713,0.087926954,0.04439022
-115.3450462,32.59557046,0.894902766,0.884203494,0.894991577,0.944925368,1.053572059,1.284020424,1.434874535,1.723858237,1.81594348,1.845697641,1.808504581,1.661250114,1.504815698,1.274764299,1.097660542,0.826582551,0.639477074,0.407189935,0.279241383,0.198599577,0.087705798,0.044289775
-115.345547,32.48315526,0.97088027,0.958069921,0.972966254,1.035717964,1.161193609,1.350661874,1.531843543,1.852187157,1.956202269,1.996537924,1.968325257,1.825762153,1.66610539,1.439913154,1.275031567,0.962995946,0.752515197,0.480494827,0.330775768,0.236208811,0.103648402,0.05179463
-115.345567,32.47865865,0.98425281,0.971324921,0.986806393,1.050813198,1.177281976,1.361667395,1.545916677,1.868353724,1.97367382,2.015672684,1.98935461,1.848976493,1.690178514,1.463178277,1.302696466,0.982116222,0.769603431,0.491303355,0.338240832,0.241599873,0.105893932,0.052727226
-115.3455869,32.47416205,0.998211384,0.985228479,1.001319408,1.066530704,1.193857431,1.373250604,1.560230494,1.884628296,1.991478682,2.031552553,2.01109314,1.873343349,1.715782642,1.488335848,1.330775023,1.003026128,0.788380682,0.503195345,0.34644565,0.247526512,0.108353794,0.053740978
-115.3456069,32.46966544,1.011773586,0.998773277,1.015462279,1.081781268,1.209828258,1.384606719,1.57384789,1.900025964,2.008538008,2.039101124,2.030721903,1.897183299,1.741217017,1.513755441,1.354233027,1.02436161,0.807670951,0.51540029,0.354868591,0.253606319,0.110867649,0.054768968
-115.3454671,32.5011417,0.930991709,0.919365168,0.932287276,0.989793599,1.110569119,1.320421219,1.486385107,1.79925406,1.899747014,1.935781837,1.902527213,1.755880713,1.595994592,1.374016285,1.198589683,0.909901381,0.705622256,0.450852066,0.310300201,0.221429676,0.097492404,0.04919127
-115.3454871,32.49664509,0.94071418,0.928644001,0.942115426,1.001156569,1.123270631,1.32713902,1.497763395,1.812650919,1.913991094,1.951104283,1.919058681,1.773274541,1.6132195,1.390090823,1.217026711,0.922800601,0.71695298,0.458018899,0.315247953,0.225001931,0.098982967,0.049826853
-115.345507,32.49214848,0.950867116,0.93846035,0.952440798,1.012848258,1.136188626,1.334467411,1.509368658,1.826114655,1.928377628,1.966609359,1.935876846,1.791087151,1.631078482,1.406859875,1.236436486,0.936268628,0.728839159,0.465537339,0.320440412,0.228748173,0.100544207,0.0504895
-115.345527,32.48765187,0.961066544,0.948423564,0.962879837,1.024524212,1.148979187,1.342524052,1.520832896,1.839390159,1.942596793,1.98191154,1.952489138,1.808804512,1.648932576,1.423701763,1.256049991,0.949877679,0.740873396,0.473140389,0.325691521,0.232535362,0.102120303,0.051154669
-115.3453871,32.51912813,0.903208792,0.893198609,0.90439868,0.954927087,1.069415689,1.300229073,1.450176358,1.754179001,1.852065921,1.884975076,1.848404408,1.701166272,1.54276371,1.32464838,1.143184662,0.869539738,0.671634555,0.429289639,0.295400083,0.210663155,0.092999294,0.047004152
-115.3454071,32.51463152,0.908326447,0.8980636,0.909579754,0.96173358,1.077967882,1.304230452,1.457502604,1.763775587,1.862195969,1.895655394,1.859656811,1.712268949,1.553431034,1.334484696,1.154046774,0.878553092,0.678299427,0.433529496,0.298331529,0.212787747,0.093883932,0.04744697
-115.3454271,32.51013491,0.914036989,0.903425217,0.915316403,0.969158113,1.086979747,1.308590293,1.46542275,1.773776174,1.872750282,1.906834364,1.871491313,1.723992229,1.564740419,1.34493506,1.165678978,0.88674891,0.685419321,0.438045681,0.301451504,0.215043783,0.094826385,0.047917128
-115.3454471,32.5056383,0.921988249,0.910874009,0.923267603,0.979008794,1.098359227,1.314228892,1.475487113,1.786161304,1.885872245,1.920902371,1.886517644,1.739297509,1.579678893,1.358823419,1.181300879,0.897777975,0.69501543,0.444140047,0.305662334,0.21808283,0.096095406,0.048555948
-115.345307,32.53711456,0.888805389,0.879006803,0.889082134,0.935363472,1.042129517,1.279663563,1.428760409,1.721975923,1.81817925,1.849073172,1.811053395,1.664536953,1.507563591,1.28217876,1.106984973,0.83758384,0.649051845,0.414818048,0.285335958,0.203380853,0.089953102,0.045476746
-115.345327,32.53261795,0.89147985,0.88172406,0.892003298,0.939119935,1.04763782,1.285995841,1.433015943,1.728749514,1.825340748,1.856669426,1.818899512,1.672247648,1.514988303,1.291226745,1.114741683,0.844426632,0.653945804,0.417977512,0.28753823,0.204976439,0.09062463,0.045813944
-115.345347,32.52812134,0.894749224,0.88500452,0.895615995,0.943687379,1.05413413,1.293155551,1.43801713,1.736529589,1.833575368,1.8653723,1.827940106,1.681125641,1.523519278,1.30158627,1.123535633,0.85219568,0.659454465,0.421509653,0.289998233,0.206762701,0.091371663,0.046188202
-115.345367,32.52362474,0.898686886,0.888841569,0.899738371,0.948949158,1.061439991,1.296543241,1.443760276,1.745046616,1.842509151,1.874855876,1.837796688,1.690763116,1.532798052,1.312807918,1.133028269,0.860567927,0.665357828,0.425287575,0.292625308,0.208658576,0.09216398,0.046585288
-115.3407814,32.35725024,0.958716094,0.946033835,0.959740639,1.022098899,1.165373564,1.365005851,1.556916356,1.92478621,2.029913425,2.044122458,2.029067278,1.852349639,1.676597834,1.448147416,1.288725853,0.974596679,0.766428769,0.493297845,0.342462748,0.246437237,0.108654998,0.054009557
-115.3408015,32.35275363,0.966421664,0.953409672,0.967291474,1.030039549,1.173706532,1.370563149,1.564754605,1.933976889,2.030296564,2.047403574,2.033859491,1.864652514,1.688631654,1.459546328,1.302733302,0.9842785,0.775339127,0.499103844,0.346575946,0.249475107,0.109974436,0.054569535
-115.3408217,32.34825702,0.975668788,0.962470651,0.976652682,1.04001832,1.184108853,1.377923131,1.573913455,1.944834828,2.030738592,2.051187038,2.039232731,1.880063772,1.704133987,1.474455595,1.321141362,0.997037411,0.787126541,0.506772757,0.351988375,0.253479183,0.111630231,0.055306945
-115.3408418,32.34376041,0.985459387,0.972197711,0.986827195,1.051104784,1.195931315,1.38657701,1.583758473,1.956767797,2.031214237,2.055217266,2.045487642,1.897520542,1.721981645,1.491759777,1.337667465,1.011961937,0.800948083,0.515759885,0.358342409,0.257363558,0.11327704,0.056163602
-115.3407009,32.37523667,0.944425523,0.933005273,0.946380734,1.006885409,1.147663713,1.351619005,1.538167119,1.900132537,2.012065172,2.035123825,1.99956286,1.825084448,1.651991963,1.425201535,1.260340214,0.954896986,0.748105407,0.481118292,0.333651751,0.239821032,0.105741017,0.052755751
-115.3407211,32.37074006,0.945115805,0.933656275,0.947064996,1.007778525,1.149696589,1.353294134,1.540337801,1.904397488,2.01716876,2.036702394,2.004166365,1.828557849,1.654663682,1.427641511,1.263477683,0.957137108,0.750270426,0.482631981,0.334801555,0.24071689,0.106152035,0.052934151
-115.3407412,32.36624345,0.947905004,0.936118841,0.949646533,1.010941625,1.153500319,1.356337667,1.544653654,1.910174131,2.023822546,2.038813114,2.010888338,1.834516168,1.65989995,1.432522774,1.269531846,0.961335957,0.754199743,0.485273927,0.33673349,0.242170781,0.106800154,0.0532123
-115.3407613,32.36174685,0.952558398,0.940319955,0.953972638,1.015873075,1.158770561,1.360335708,1.550229907,1.917028308,2.029581308,2.041299105,2.019270182,1.842544079,1.667277575,1.439409375,1.277992487,0.9672001,0.75960958,0.488849372,0.339298904,0.244091094,0.107636757,0.053573418
-115.3406204,32.3932231,0.965377152,0.95244652,0.96653676,1.028723121,1.162338257,1.360187769,1.550067663,1.901648045,2.011823893,2.035915136,2.008061171,1.842514634,1.673625231,1.445884585,1.284194708,0.970909536,0.761871755,0.489101171,0.33869344,0.243169829,0.107023053,0.053267669
-115.3406405,32.38872649,0.957690358,0.945122123,0.958823383,1.020616651,1.15577209,1.35623312,1.544865131,1.898877382,2.009210348,2.034813404,2.002584219,1.834311724,1.664215565,1.436910868,1.273702621,0.963832319,0.755682528,0.485370874,0.336247772,0.241479605,0.106345259,0.052990463
-115.3406607,32.38422989,0.951268673,0.939131975,0.952660441,1.014070034,1.151129007,1.353464603,1.541073561,1.897784233,2.008490562,2.034325838,1.99935782,1.828635097,1.657455206,1.43044281,1.266225338,0.958764076,0.751308918,0.48279506,0.334594607,0.240361407,0.105907105,0.052812114
-115.3406808,32.37973328,0.946679056,0.934978068,0.948471427,1.009359121,1.148399711,1.351888895,1.538755774,1.898245454,2.009496689,2.034437656,1.998353124,1.825562954,1.653359056,1.426532388,1.261737823,0.955774665,0.74876684,0.481375247,0.333728105,0.239810303,0.105707124,0.052733272
-115.3405397,32.41120953,1.005575776,0.992216289,1.008290172,1.073747396,1.202898502,1.388353467,1.580690026,1.924014091,2.029726267,2.045548677,2.037262201,1.896234035,1.734334826,1.505462766,1.347185969,1.018853784,0.804231524,0.514999628,0.355932653,0.255026966,0.111796528,0.055250008
-115.3405599,32.40671293,0.992629945,0.979242086,0.994714856,1.059064269,1.189017296,1.378889203,1.570425034,1.915360212,2.026030779,2.04114604,2.030754805,1.876805782,1.71252358,1.483549118,1.327260733,1.000840783,0.788170159,0.505068541,0.349254966,0.250508368,0.109979145,0.054469544
-115.34058,32.40221632,0.98217243,0.968844116,0.983810782,1.04719913,1.178210139,1.371345758,1.562274337,1.909219384,2.019416809,2.038824081,2.021950483,1.862461925,1.696346045,1.467723012,1.309611797,0.988113165,0.776904106,0.498178065,0.344671339,0.247285739,0.108675689,0.053939689
-115.3406002,32.39771971,0.973670125,0.960485458,0.975013614,1.03770566,1.169927239,1.365445137,1.555978537,1.905201316,2.015332222,2.037301302,2.01464963,1.852058053,1.684504032,1.456317186,1.29635787,0.979133189,0.769061625,0.493444651,0.341552436,0.245138749,0.107814431,0.053590268
-115.3449055,32.62704672,0.928481162,0.916757524,0.929467738,0.98505789,1.100062966,1.312204719,1.472967744,1.768005013,1.86228013,1.894483447,1.861486197,1.71666193,1.558812737,1.335495591,1.149770498,0.869832754,0.668302,0.424132645,0.290143937,0.205991998,0.090509564,0.045597471
-115.3449256,32.62255011,0.922933578,0.911295295,0.923715711,0.9786219,1.092986107,1.308260322,1.466916442,1.76133275,1.855142355,1.886776447,1.853058338,1.70760715,1.54991591,1.327239275,1.140879154,0.862333,0.663315177,0.421161711,0.288209319,0.204668716,0.089999355,0.045358531
-115.3449457,32.6180535,0.91721189,0.905712068,0.917819083,0.971942306,1.085564137,1.304276824,1.460613847,1.754250407,1.84758997,1.878686309,1.844228745,1.698224187,1.54071939,1.317111373,1.131762266,0.854659796,0.658190846,0.418111384,0.286227375,0.203314528,0.08947853,0.045113783
-115.3449658,32.6135569,0.911546648,0.900201082,0.911998093,0.965266883,1.078031898,1.30039227,1.454327226,1.747013927,1.839916229,1.870555043,1.835370421,1.688838482,1.531582475,1.306037664,1.122750163,0.847121179,0.653141677,0.415116698,0.284283221,0.201985106,0.088968143,0.044873167
-115.344825,32.64503315,0.955845892,0.943952441,0.957959116,1.016079783,1.13318038,1.332239032,1.500495672,1.7983042,1.89502883,1.930472851,1.901663303,1.761734128,1.604573846,1.379136443,1.19854188,0.904320776,0.69638145,0.441073239,0.301332504,0.213739842,0.093537398,0.047034014
-115.3448451,32.64053654,0.948581517,0.93669939,0.950362623,1.007879257,1.124528646,1.326773405,1.49348259,1.790612578,1.886635184,1.921137094,1.89110899,1.749589443,1.591936588,1.366844058,1.184523106,0.894747436,0.688184142,0.436080575,0.298016012,0.211433321,0.092632316,0.046602596
-115.3448652,32.63603994,0.940716386,0.928855896,0.942151427,0.998999596,1.115123034,1.321010351,1.485717416,1.782085061,1.877375364,1.910891056,1.879647136,1.736595035,1.578656316,1.354132652,1.170218825,0.884999394,0.679907322,0.431084335,0.294709712,0.209139183,0.091733016,0.046174865
-115.3448854,32.63154333,0.933682919,0.921885431,0.93485266,0.99102515,1.106576204,1.315953493,1.478518248,1.774134755,1.868821263,1.901546955,1.869274974,1.725101948,1.567128778,1.343225241,1.158158422,0.876793861,0.673008442,0.426941514,0.29197523,0.20724912,0.090994686,0.045825217
-115.3447444,32.66301958,0.981558979,0.969810069,0.985125244,1.045164347,1.163484573,1.351882219,1.523777843,1.823779464,1.923399329,1.963005066,1.939213514,1.806784391,1.653351188,1.428439021,1.256271482,0.944045246,0.730991602,0.462375104,0.315591812,0.223704025,0.097465962,0.048879888
-115.3447645,32.65852298,0.972904742,0.961056769,0.975920856,1.035378575,1.153462887,1.345371485,1.516320348,1.815695643,1.914163828,1.952227116,1.926559806,1.791230083,1.636103511,1.410629392,1.235162616,0.929436028,0.718169987,0.454467237,0.310289025,0.219989195,0.095997795,0.048203927
-115.3447847,32.65402637,0.966831982,0.954950094,0.969509065,1.028511405,1.146317124,1.340701699,1.510836959,1.809675694,1.907466888,1.94454205,1.917691469,1.780584216,1.624582052,1.39899075,1.221508265,0.920044959,0.709980071,0.449425638,0.306910872,0.217626706,0.095065534,0.047762044
-115.3448048,32.64952976,0.96209234,0.950203001,0.964515924,1.023139238,1.140642166,1.337021589,1.506420016,1.804794431,1.902134418,1.938469172,1.910746574,1.772356629,1.615803957,1.390207171,1.21129179,0.91304636,0.703899443,0.445683748,0.304404438,0.215878978,0.094377935,0.047434591
-115.3446637,32.68100602,0.988189757,0.976561368,0.992320478,1.052830219,1.171269059,1.356815934,1.528903961,1.828683853,1.929628491,1.970885158,1.949265122,1.820283651,1.669280767,1.44615376,1.278133869,0.959558129,0.744917035,0.47120595,0.321584404,0.227907017,0.09913037,0.049547419
-115.3446839,32.67650941,0.989891231,0.978242278,0.994082749,1.054724813,1.173312664,1.358225703,1.530627966,1.830732584,1.931804895,1.973229885,1.951763868,1.823104739,1.672353864,1.449211597,1.281662107,0.961961329,0.746983588,0.472441047,0.322403908,0.228481576,0.099352524,0.049630769
-115.3447041,32.6720128,0.992684364,0.981080532,0.997016132,1.057778478,1.176270127,1.360092998,1.532811642,1.83332324,1.934764385,1.976700664,1.955717802,1.82782352,1.677446842,1.454146147,1.287219763,0.965681314,0.750175476,0.47430855,0.323619723,0.229329586,0.099682003,0.04975266
-115.3447242,32.66751619,0.98901093,0.97735405,0.993080735,1.053608537,1.172048211,1.357400775,1.529901266,1.830325603,1.931107879,1.972211361,1.95019424,1.820648313,1.669097662,1.445088148,1.276204944,0.957940876,0.743263721,0.469972312,0.320690393,0.227276817,0.098873191,0.049434479
